,isConversationControlled,isPinned,isQuote,isReply,isRetweet,lang,likeCount,media/0,media/1,possiblySensitive,replyCount,quoteCount,retweetCount,source,type,viewCount,target
2021,0,0,1,0,0,16,10636.0,0,0,0,289.0,58.0,4045.0,16,1,152519.0,0
2022,0,0,1,0,0,16,2661.0,0,0,0,97.0,11.0,611.0,16,1,91448.0,0
2023,0,0,0,0,0,16,1803.0,1,1,0,90.0,22.0,665.0,16,1,41924.0,0
2024,0,0,1,0,0,16,8213.0,0,0,0,340.0,48.0,2317.0,16,1,142471.0,0
2025,0,0,1,0,0,16,562.0,0,0,0,23.0,1.0,107.0,16,1,31594.0,0
2026,0,0,1,0,0,16,1919.0,0,0,0,106.0,2.0,330.0,16,1,41271.0,0
2027,0,0,0,0,0,16,1758.0,0,0,0,57.0,7.0,379.0,16,1,40296.0,0
2028,0,0,1,0,0,16,3405.0,0,0,0,103.0,18.0,1271.0,16,1,61963.0,0
2029,0,0,0,0,1,8,323.0,0,0,0,6.0,6.0,156.0,16,1,23516.0,0
2030,0,0,1,0,0,16,5010.0,0,0,0,120.0,10.0,1800.0,16,1,93883.0,0
2031,0,0,0,0,0,16,85.0,1,0,0,4.0,0.0,21.0,13,1,1545.0,0
2032,0,0,0,0,0,16,13.0,0,0,0,2.0,0.0,2.0,13,1,1020.0,0
2033,0,0,0,0,0,8,3.0,1,0,0,1.0,0.0,0.0,13,1,264.0,0
2034,0,0,0,0,0,8,46.0,1,1,0,4.0,0.0,10.0,13,1,875.0,0
2035,0,0,0,0,0,19,11.0,1,1,0,0.0,0.0,1.0,13,1,430.0,0
2036,0,0,0,0,0,8,10.0,0,0,0,0.0,1.0,5.0,13,1,1610.0,0
2037,0,0,0,0,0,17,47.0,0,0,0,3.0,0.0,8.0,13,1,1236.0,0
2038,0,0,1,0,0,8,10.0,0,0,0,0.0,0.0,6.0,13,1,362.0,0
2039,0,0,0,0,0,41,60.0,0,0,0,1.0,2.0,7.0,13,1,1817.0,0
2040,0,0,0,0,0,8,27.0,1,1,0,1.0,0.0,10.0,13,1,1054.0,0
2041,0,0,0,0,0,8,12.0,1,0,0,0.0,0.0,0.0,13,1,270.0,0
2042,0,0,0,0,1,8,725.0,0,0,0,51.0,13.0,501.0,13,1,17854.0,0
2043,0,0,0,0,0,8,5.0,0,0,0,0.0,0.0,0.0,13,1,236.0,0
2044,0,0,0,0,0,8,58.0,1,0,0,1.0,0.0,6.0,13,1,1078.0,0
2045,0,0,0,0,0,8,16.0,0,0,0,0.0,0.0,6.0,13,1,430.0,0
2046,0,0,0,0,0,8,43.0,1,0,0,3.0,0.0,14.0,13,1,918.0,0
2047,0,0,0,0,0,8,4.0,0,0,0,0.0,0.0,0.0,13,1,275.0,0
2048,0,0,0,0,0,8,6.0,1,1,0,0.0,0.0,1.0,13,1,327.0,0
2049,0,0,0,0,0,8,20.0,1,1,0,1.0,0.0,3.0,13,1,738.0,0
2050,0,0,0,1,0,45,1.0,1,0,0,0.0,0.0,0.0,13,1,223.0,0
2051,0,0,1,0,0,8,35.0,0,0,0,0.0,0.0,13.0,15,1,1480.0,0
2052,0,0,0,0,0,8,5.0,0,0,0,0.0,0.0,0.0,15,1,522.0,0
2053,0,0,0,0,1,8,900.0,0,0,0,30.0,26.0,425.0,15,1,25912.0,0
2054,0,0,0,0,1,8,37022.0,1,0,0,634.0,1049.0,19736.0,15,1,2545120.0,0
2055,0,0,0,0,1,8,2248.0,0,0,0,87.0,40.0,1102.0,15,1,50622.0,0
2056,0,0,0,0,1,0,8509.0,1,0,0,64.0,8.0,791.0,15,1,163829.0,0
2057,0,0,0,0,1,0,9062.0,1,0,0,41.0,10.0,877.0,15,1,93639.0,0
2058,0,0,0,0,1,8,1936.0,0,0,0,65.0,16.0,682.0,15,1,48316.0,0
2059,0,0,0,0,1,8,153.0,0,0,0,1.0,1.0,73.0,15,1,11972.0,0
2060,0,0,0,0,1,8,637.0,0,0,0,18.0,17.0,384.0,15,1,12723.0,0
2061,0,0,0,0,1,8,69588.0,0,0,0,305.0,315.0,19912.0,15,1,1935659.0,0
2062,0,0,0,0,1,8,692.0,0,0,0,5.0,3.0,130.0,15,1,20327.0,0
2063,0,0,0,0,1,8,4028.0,0,0,0,281.0,205.0,2786.0,15,1,230382.0,0
2064,0,0,0,0,1,8,1394.0,0,0,0,28.0,12.0,604.0,15,1,25846.0,0
2065,0,0,0,0,1,8,740.0,0,0,0,15.0,9.0,143.0,15,1,14404.0,0
2066,0,0,0,0,1,8,5248.0,0,0,0,23.0,114.0,2771.0,15,1,1967722.0,0
2067,0,0,0,0,1,0,4460.0,0,0,0,27.0,12.0,745.0,16,1,87753.0,0
2068,0,0,0,0,1,0,6153.0,0,0,0,61.0,24.0,1303.0,15,1,129700.0,0
2069,0,0,0,0,0,8,397.0,0,0,0,6.0,1.0,79.0,15,1,9619.0,0
2070,0,0,0,1,0,8,74.0,0,0,0,1.0,0.0,10.0,15,1,1857.0,0
2071,0,0,0,0,1,8,1502.0,0,0,0,101.0,57.0,1038.0,13,1,554750.0,0
2072,0,0,1,0,0,8,9.0,0,0,0,1.0,0.0,5.0,13,1,322.0,0
2073,0,0,0,0,1,8,7.0,0,0,0,0.0,0.0,4.0,13,1,278.0,0
2074,0,0,0,0,1,8,1874.0,0,0,0,100.0,48.0,983.0,13,1,104484.0,0
2075,0,0,0,0,1,8,6041.0,1,0,0,28.0,13.0,1135.0,13,1,83897.0,0
2076,0,0,0,0,1,8,1444.0,0,0,0,15.0,3.0,642.0,13,1,26190.0,0
2077,0,0,0,0,1,8,10.0,0,0,0,0.0,0.0,7.0,13,1,3309.0,0
2078,0,0,0,0,1,8,81.0,0,0,0,0.0,1.0,36.0,13,1,2519.0,0
2079,0,0,0,0,1,8,12.0,0,0,0,1.0,1.0,7.0,13,1,4106.0,0
2080,0,0,0,0,1,8,48.0,0,0,0,1.0,0.0,30.0,13,1,3918.0,0
2081,0,0,1,0,0,8,1.0,0,0,0,2.0,0.0,3.0,13,1,304.0,0
2082,0,0,0,0,1,8,240.0,0,0,0,14.0,7.0,250.0,13,1,25331.0,0
2083,0,0,0,0,1,8,83.0,0,0,0,3.0,5.0,72.0,13,1,5681.0,0
2084,0,0,0,0,1,8,27.0,0,0,0,3.0,5.0,18.0,13,1,749.0,0
2085,0,0,0,0,1,8,23.0,0,0,0,0.0,0.0,9.0,13,1,2641.0,0
2086,0,0,0,0,1,8,13686.0,1,0,0,135.0,53.0,3121.0,13,1,183803.0,0
2087,0,0,0,0,1,8,17647.0,0,0,0,953.0,394.0,4628.0,13,1,1320310.0,0
2088,0,0,0,0,1,8,2870.0,1,0,0,48.0,18.0,920.0,13,1,32009.0,0
2089,0,0,0,0,1,8,14.0,0,0,0,1.0,0.0,3.0,13,1,1408.0,0
2090,0,0,0,0,1,8,2668.0,1,0,0,121.0,20.0,1014.0,13,1,80043.0,0
2091,0,0,0,0,1,8,6.0,0,0,0,0.0,0.0,2.0,16,1,525.0,0
2092,0,0,0,0,1,8,44.0,0,0,0,2.0,3.0,27.0,16,1,4452.0,0
2093,0,0,0,0,1,8,45.0,0,0,0,1.0,0.0,4.0,16,1,3225.0,0
2094,0,0,0,0,1,8,8.0,0,0,0,1.0,2.0,3.0,16,1,1239.0,0
2095,0,0,0,0,1,8,48.0,0,0,0,4.0,2.0,27.0,16,1,5697.0,0
2096,0,0,0,0,1,16,11.0,0,0,0,0.0,0.0,2.0,16,1,1802.0,0
2097,0,0,0,0,0,8,722.0,1,1,0,35.0,3.0,165.0,16,1,13046.0,0
2098,0,0,0,0,0,8,39.0,1,0,0,2.0,0.0,8.0,16,1,1202.0,0
2099,0,0,1,0,0,8,300.0,0,0,0,4.0,0.0,40.0,16,1,5336.0,0
2100,0,0,0,0,0,8,392.0,1,0,0,15.0,1.0,190.0,16,1,7623.0,0
2101,0,0,1,0,0,8,2530.0,0,0,0,349.0,32.0,1193.0,16,1,72520.0,0
2102,0,0,0,0,0,8,69.0,0,0,0,2.0,0.0,40.0,16,1,1420.0,0
2103,0,0,1,0,0,8,490.0,0,0,0,18.0,3.0,188.0,16,1,7153.0,0
2104,0,0,1,0,0,8,247.0,0,0,0,8.0,1.0,112.0,16,1,4138.0,0
2105,0,0,0,0,1,8,4.0,0,0,0,0.0,0.0,4.0,16,1,678.0,0
2106,0,0,1,0,0,8,289.0,0,0,0,11.0,1.0,147.0,16,1,4034.0,0
2107,0,0,0,0,1,8,48.0,0,0,0,4.0,4.0,42.0,16,1,7014.0,0
2108,0,0,0,0,1,16,673.0,0,0,0,2.0,0.0,138.0,16,1,4606.0,0
2109,0,0,0,0,0,8,316.0,1,0,0,20.0,6.0,158.0,16,1,5639.0,0
2110,0,0,0,1,0,8,2.0,0,0,0,0.0,0.0,0.0,16,1,444.0,0
2111,0,0,1,0,0,8,96.0,0,0,0,6.0,0.0,22.0,13,1,3572.0,0
2112,0,0,0,0,0,8,136.0,1,0,0,2.0,4.0,38.0,13,1,19625.0,0
2113,0,0,1,0,0,8,215.0,0,0,0,0.0,0.0,53.0,13,1,3094.0,0
2114,1,0,0,0,1,8,188.0,0,0,0,0.0,1.0,81.0,13,1,10098.0,0
2115,0,0,1,0,0,8,13.0,0,0,0,0.0,0.0,0.0,13,1,1262.0,0
2116,0,0,1,0,0,8,1071.0,1,0,0,6.0,3.0,255.0,13,1,29150.0,0
2117,0,0,0,0,1,8,23.0,0,0,0,0.0,0.0,10.0,13,1,2490.0,0
2118,0,0,0,0,0,8,43.0,0,0,0,2.0,0.0,8.0,13,1,1265.0,0
2119,0,0,0,0,1,8,14.0,0,0,0,0.0,0.0,4.0,13,1,1558.0,0
2120,0,0,0,0,1,8,10.0,0,0,0,1.0,1.0,6.0,13,1,892.0,0
2121,0,0,0,0,1,8,242.0,0,0,0,25.0,12.0,117.0,13,1,20157.0,0
2122,0,0,0,0,1,8,3.0,0,0,0,0.0,0.0,1.0,13,1,1033.0,0
2123,0,0,0,0,1,8,801.0,0,0,0,2.0,0.0,282.0,13,1,10299.0,0
2124,0,0,1,0,0,8,241.0,1,0,0,4.0,0.0,19.0,13,1,10155.0,0
2125,0,0,0,0,1,8,287.0,0,0,0,3.0,2.0,87.0,13,1,8982.0,0
2126,0,0,1,0,0,8,1059.0,0,0,0,6.0,2.0,244.0,13,1,44863.0,0
2127,0,0,1,1,0,45,36.0,0,0,0,1.0,0.0,7.0,13,1,3049.0,0
2128,0,0,1,1,0,45,31.0,0,0,0,0.0,0.0,7.0,13,1,2786.0,0
2129,0,0,0,0,0,8,2485.0,0,0,0,689.0,113.0,187.0,16,1,562816.0,0
2130,0,0,0,0,0,8,127.0,1,1,0,12.0,2.0,10.0,16,1,15540.0,0
2131,0,0,0,0,0,8,35.0,0,0,0,23.0,1.0,6.0,16,1,23068.0,0
2132,0,0,0,0,0,8,10683.0,0,0,0,441.0,99.0,2007.0,16,1,220641.0,0
2133,0,0,1,0,0,8,518.0,0,0,0,60.0,6.0,105.0,16,1,37305.0,0
2134,0,0,0,0,0,8,890.0,0,0,0,98.0,16.0,60.0,16,1,103574.0,0
2135,0,0,1,0,0,8,193.0,0,0,0,112.0,10.0,15.0,16,1,77716.0,0
2136,0,0,0,0,1,8,23.0,1,0,0,3.0,0.0,3.0,16,1,10029.0,0
2137,0,0,1,0,0,8,48.0,0,0,0,20.0,1.0,2.0,16,1,20698.0,0
2138,0,0,0,0,1,8,38.0,0,0,0,22.0,4.0,8.0,16,1,36120.0,0
2139,0,0,0,0,0,8,116.0,1,1,0,23.0,0.0,6.0,16,1,13825.0,0
2140,0,0,1,0,0,8,175.0,0,0,0,138.0,11.0,18.0,16,1,38281.0,0
2141,0,0,0,0,0,8,265.0,1,0,0,58.0,10.0,36.0,16,1,42501.0,0
2142,0,0,1,0,0,8,380.0,0,0,0,81.0,3.0,62.0,16,1,46291.0,0
2143,0,0,0,0,0,16,2039.0,1,0,0,189.0,15.0,990.0,13,1,29057.0,0
2144,0,0,0,0,1,8,437.0,0,0,0,9.0,7.0,383.0,13,1,9726.0,0
2145,0,0,0,0,1,42,4209.0,1,0,0,328.0,30.0,1451.0,13,1,82704.0,0
2146,0,0,0,0,1,8,426.0,0,0,0,11.0,2.0,246.0,13,1,9566.0,0
2147,0,0,0,0,1,8,6342.0,0,0,0,106.0,15.0,1603.0,13,1,64501.0,0
2148,0,0,0,0,0,16,274.0,1,0,0,10.0,0.0,126.0,13,1,4220.0,0
2149,0,0,0,0,0,16,359.0,1,0,0,18.0,1.0,129.0,13,1,4390.0,0
2150,0,0,0,0,1,8,522.0,0,0,0,7.0,4.0,290.0,13,1,7142.0,0
2151,0,0,0,0,1,16,8886.0,0,0,0,454.0,94.0,1751.0,13,1,608230.0,0
2152,0,0,0,0,1,8,1919.0,0,0,0,113.0,77.0,1262.0,13,1,129375.0,0
2153,0,0,0,0,1,8,1015.0,0,0,0,268.0,100.0,603.0,13,1,103657.0,0
2154,0,0,0,0,1,8,109.0,0,0,0,3.0,3.0,68.0,13,1,2736.0,0
2155,0,0,0,0,0,16,114.0,1,1,0,1.0,1.0,69.0,13,1,1870.0,0
2156,0,0,0,0,0,16,448.0,0,0,0,36.0,2.0,123.0,13,1,5117.0,0
2157,0,0,0,0,0,16,1912.0,1,0,0,36.0,7.0,717.0,13,1,16189.0,0
2158,0,0,0,0,0,16,596.0,0,0,0,30.0,0.0,209.0,13,1,6628.0,0
2159,0,0,0,0,1,16,19879.0,0,0,0,2642.0,385.0,5598.0,13,1,1899689.0,0
2160,0,0,0,0,1,8,983.0,1,0,0,40.0,14.0,579.0,13,1,16203.0,0
2161,0,0,0,0,0,16,3427.0,1,0,0,184.0,38.0,1994.0,13,1,100264.0,0
2162,0,0,0,0,1,8,770.0,0,0,0,5.0,7.0,372.0,13,1,21918.0,0
2163,0,0,0,0,1,16,853.0,0,0,0,7.0,3.0,343.0,16,1,16556.0,0
2164,0,0,0,0,0,8,2322.0,1,1,0,114.0,14.0,588.0,16,1,47168.0,0
2165,0,0,0,0,1,16,5071.0,0,0,0,60.0,11.0,1180.0,16,1,96011.0,0
2166,0,0,0,0,1,8,4294.0,0,0,0,71.0,21.0,915.0,16,1,95487.0,0
2167,0,0,0,0,1,16,1108.0,0,0,0,5.0,1.0,332.0,16,1,8693.0,0
2168,0,0,0,0,1,16,583.0,0,0,0,4.0,0.0,124.0,16,1,6138.0,0
2169,0,0,0,0,1,8,90.0,0,0,0,0.0,0.0,28.0,16,1,3411.0,0
2170,0,0,0,0,1,16,52.0,0,0,0,2.0,0.0,10.0,16,1,2021.0,0
2171,0,0,0,0,1,16,923.0,0,0,0,12.0,3.0,352.0,16,1,9454.0,0
2172,0,0,0,0,1,8,392.0,0,0,0,3.0,1.0,108.0,16,1,8156.0,0
2173,0,0,0,0,1,8,750.0,0,0,0,13.0,7.0,194.0,16,1,27411.0,0
2174,0,0,0,0,1,16,364.0,0,0,0,12.0,7.0,161.0,16,1,7445.0,0
2175,0,0,0,0,1,19,4384.0,0,0,0,449.0,80.0,1848.0,16,1,96306.0,0
2176,0,0,0,0,1,8,1164.0,0,0,0,22.0,21.0,708.0,16,1,35617.0,0
2177,0,0,0,0,1,16,1129.0,0,0,0,8.0,1.0,370.0,16,1,9905.0,0
2178,0,0,0,0,1,16,329.0,0,0,0,4.0,0.0,128.0,16,1,4875.0,0
2179,0,0,0,0,1,16,29.0,1,0,0,0.0,0.0,9.0,16,1,1312.0,0
2180,0,0,0,0,1,16,3871.0,0,0,0,122.0,14.0,1633.0,16,1,29248.0,0
2181,0,0,0,0,1,8,59954.0,1,0,0,1103.0,319.0,12189.0,16,1,1063492.0,0
2182,0,0,0,0,1,16,2864.0,0,0,0,21.0,7.0,771.0,16,1,19209.0,0
2183,0,0,0,0,0,16,372.0,1,0,0,0.0,2.0,110.0,13,1,4575.0,0
2184,0,0,0,0,0,16,436.0,1,0,0,5.0,1.0,101.0,13,1,5272.0,0
2185,0,0,0,0,1,16,721.0,0,0,0,12.0,2.0,247.0,13,1,7076.0,0
2186,0,0,0,0,1,16,862.0,0,0,0,18.0,1.0,281.0,13,1,7282.0,0
2187,0,0,0,0,1,8,9759.0,1,0,0,216.0,50.0,1907.0,13,1,188459.0,0
2188,0,0,0,0,0,8,1242.0,1,0,0,10.0,2.0,268.0,13,1,15410.0,0
2189,0,0,0,0,1,16,7108.0,0,0,0,171.0,75.0,3245.0,13,1,114673.0,0
2190,0,0,0,0,1,16,822.0,1,0,0,18.0,0.0,133.0,13,1,7133.0,0
2191,0,0,0,0,1,16,22.0,1,0,0,1.0,0.0,16.0,13,1,615.0,0
2192,0,0,0,0,1,16,1192.0,0,0,0,52.0,12.0,612.0,13,1,16964.0,0
2193,0,0,0,0,1,26,4423.0,1,0,0,48.0,10.0,775.0,13,1,40774.0,0
2194,0,0,0,0,1,16,4184.0,0,0,0,186.0,14.0,1933.0,13,1,48511.0,0
2195,0,0,0,0,0,16,765.0,1,0,0,16.0,0.0,287.0,13,1,8874.0,0
2196,0,0,0,0,1,8,1341.0,1,0,0,51.0,4.0,486.0,13,1,13730.0,0
2197,0,0,0,0,1,8,2665.0,0,0,0,69.0,26.0,894.0,13,1,55437.0,0
2198,0,0,0,0,1,8,452.0,0,0,0,16.0,2.0,167.0,13,1,4646.0,0
2199,0,0,0,0,1,8,9116.0,1,0,0,599.0,152.0,2614.0,13,1,256955.0,0
2200,0,0,0,0,1,16,9.0,0,0,0,0.0,0.0,4.0,13,1,320.0,0
2201,0,0,0,0,1,8,15198.0,0,0,0,329.0,81.0,3228.0,13,1,285088.0,0
2202,0,0,1,0,0,8,8.0,0,0,0,2.0,0.0,1.0,13,1,4466.0,0
2203,0,0,0,0,0,8,56.0,0,0,0,16.0,0.0,9.0,13,1,4072.0,0
2204,0,0,1,0,0,8,13.0,0,0,0,8.0,1.0,0.0,13,1,3618.0,0
2205,0,0,0,0,0,8,9.0,0,0,0,5.0,0.0,1.0,13,1,2287.0,0
2206,0,0,0,0,1,16,65.0,0,0,0,5.0,2.0,26.0,13,1,9612.0,0
2207,0,0,0,0,1,16,5.0,0,0,0,1.0,0.0,2.0,13,1,2619.0,0
2208,0,0,0,0,1,16,80.0,1,0,0,5.0,0.0,17.0,13,1,4038.0,0
2209,0,0,0,0,0,16,38.0,1,0,0,4.0,0.0,11.0,13,1,2911.0,0
2210,0,0,0,0,1,16,83.0,0,0,0,2.0,2.0,20.0,13,1,3914.0,0
2211,0,0,1,0,0,42,8.0,0,0,0,5.0,0.0,4.0,13,1,4199.0,0
2212,0,0,0,0,1,16,14.0,0,0,0,0.0,0.0,5.0,13,1,3462.0,0
2213,0,0,0,0,1,16,34.0,0,0,0,0.0,1.0,10.0,13,1,3874.0,0
2214,0,0,1,0,0,8,19.0,0,0,0,6.0,0.0,3.0,13,1,3467.0,0
2215,0,0,0,0,0,8,11.0,1,0,0,1.0,0.0,1.0,13,1,3174.0,0
2216,0,0,1,0,0,8,8.0,0,0,0,1.0,0.0,0.0,13,1,3226.0,0
2217,0,0,0,0,1,16,4005.0,0,0,0,1620.0,362.0,909.0,13,1,610574.0,0
2218,0,0,0,0,1,16,10.0,0,0,0,0.0,0.0,4.0,13,1,2504.0,0
2219,0,0,1,0,0,8,17.0,0,0,0,5.0,0.0,2.0,13,1,3538.0,0
2220,0,0,0,0,0,8,21.0,1,0,0,0.0,0.0,0.0,13,1,2786.0,0
2221,0,0,1,0,0,8,12.0,0,0,0,2.0,0.0,5.0,13,1,3145.0,0
2222,0,0,0,0,0,8,25.0,0,0,0,2.0,1.0,6.0,13,1,0.0,0
2223,0,0,0,0,0,8,137.0,0,0,0,43.0,12.0,37.0,13,1,0.0,0
2224,0,0,1,0,0,16,57.0,0,0,0,5.0,1.0,10.0,13,1,0.0,0
2225,0,0,0,0,1,8,51.0,0,0,0,3.0,2.0,31.0,13,1,0.0,0
2226,0,0,0,0,0,16,28.0,0,0,0,1.0,1.0,5.0,13,1,0.0,0
2227,0,0,0,0,1,8,104.0,0,0,0,9.0,4.0,54.0,13,1,0.0,0
2228,0,0,1,0,0,8,12.0,0,0,0,1.0,2.0,1.0,13,1,0.0,0
2229,0,0,0,0,0,13,48.0,1,0,0,3.0,1.0,5.0,13,1,0.0,0
2230,0,0,0,0,0,16,40.0,0,0,0,2.0,1.0,4.0,13,1,0.0,0
2231,0,0,0,0,0,8,42.0,0,0,0,2.0,6.0,14.0,13,1,0.0,0
2232,0,0,0,0,0,24,11.0,0,0,0,1.0,1.0,1.0,13,1,0.0,0
2233,0,0,0,0,0,44,9.0,0,0,0,1.0,1.0,0.0,13,1,0.0,0
2234,0,0,0,0,0,8,29.0,0,0,0,4.0,2.0,5.0,13,1,0.0,0
2235,0,0,0,1,0,8,29.0,0,0,0,2.0,1.0,4.0,13,1,0.0,0
2236,0,0,0,0,0,16,46.0,0,0,0,4.0,6.0,9.0,13,1,0.0,0
2237,0,0,0,1,0,16,34.0,0,0,0,2.0,1.0,5.0,13,1,0.0,0
2238,0,0,0,1,0,16,39.0,0,0,0,2.0,2.0,7.0,13,1,0.0,0
2239,0,0,0,0,0,43,8.0,0,0,0,2.0,1.0,0.0,13,1,0.0,0
2240,0,0,0,1,0,16,9.0,0,0,0,1.0,1.0,0.0,13,1,0.0,0
2241,0,0,0,0,0,8,3.0,1,0,0,1.0,0.0,4.0,16,1,1050.0,0
2242,0,0,0,0,0,8,0.0,1,1,0,0.0,0.0,0.0,11,1,939.0,0
2243,0,0,0,0,0,8,1.0,1,0,0,2.0,0.0,0.0,16,1,945.0,0
2244,0,0,0,0,0,8,1.0,1,0,0,0.0,0.0,0.0,16,1,828.0,0
2245,0,0,0,0,0,8,11.0,1,0,0,0.0,0.0,3.0,16,1,1268.0,0
2246,0,0,0,0,1,8,0.0,0,0,0,0.0,0.0,2.0,13,1,975.0,0
2247,0,0,0,0,0,8,3.0,0,0,0,0.0,0.0,0.0,16,1,840.0,0
2248,0,0,0,0,0,8,0.0,1,0,0,0.0,0.0,0.0,16,1,881.0,0
2249,0,0,0,0,1,8,2.0,0,0,0,0.0,0.0,1.0,13,1,877.0,0
2250,0,0,0,0,1,8,2.0,0,0,0,0.0,0.0,1.0,13,1,857.0,0
2251,0,0,0,0,1,8,1.0,0,0,0,0.0,0.0,1.0,13,1,794.0,0
2252,0,0,0,0,0,8,5.0,0,0,0,1.0,0.0,3.0,16,1,903.0,0
2253,0,0,0,0,1,8,0.0,0,0,0,0.0,0.0,1.0,16,1,951.0,0
2254,0,0,0,0,0,8,6.0,0,0,0,0.0,0.0,0.0,11,1,839.0,0
2255,0,0,0,0,0,8,3.0,1,1,0,0.0,0.0,0.0,13,1,851.0,0
2256,0,0,0,0,0,8,4.0,1,0,0,0.0,0.0,1.0,11,1,1312.0,0
2257,0,0,0,0,1,8,1.0,0,0,0,0.0,0.0,2.0,11,1,1396.0,0
2258,0,0,0,0,1,8,0.0,0,0,0,0.0,0.0,1.0,11,1,870.0,0
2259,0,0,0,0,0,8,1.0,0,0,0,0.0,0.0,0.0,16,1,862.0,0
2260,0,0,0,0,0,8,3.0,0,0,0,0.0,0.0,1.0,11,1,1008.0,0
2261,0,0,0,0,0,8,8.0,0,0,0,0.0,0.0,2.0,11,1,2241.0,0
2262,0,0,0,0,0,8,4.0,0,0,0,0.0,0.0,2.0,11,1,2384.0,0
2263,0,0,0,0,0,8,10.0,0,0,0,1.0,0.0,3.0,11,1,4681.0,0
2264,0,0,0,0,0,8,13.0,0,0,0,0.0,1.0,5.0,11,1,3289.0,0
2265,0,0,0,0,0,8,12.0,1,0,0,3.0,0.0,7.0,11,1,2675.0,0
2266,0,0,0,0,0,8,53.0,0,0,0,0.0,2.0,38.0,11,1,3726.0,0
2267,0,0,0,0,0,8,35.0,0,0,0,0.0,0.0,5.0,11,1,2696.0,0
2268,0,0,0,0,0,8,20.0,0,0,0,1.0,1.0,6.0,11,1,2950.0,0
2269,0,0,0,0,0,8,6.0,0,0,0,0.0,0.0,1.0,11,1,2327.0,0
2270,0,0,0,0,0,8,7.0,0,0,0,0.0,0.0,0.0,11,1,2428.0,0
2271,0,0,0,0,0,8,16.0,0,0,0,0.0,2.0,3.0,11,1,3580.0,0
2272,0,0,0,0,0,8,19.0,0,0,0,1.0,0.0,4.0,11,1,2968.0,0
2273,0,0,0,0,0,8,12.0,0,0,0,0.0,0.0,2.0,11,1,2999.0,0
2274,0,0,0,0,0,8,28.0,0,0,0,0.0,0.0,13.0,11,1,2757.0,0
2275,0,0,0,0,0,8,15.0,0,0,0,1.0,0.0,8.0,11,1,3454.0,0
2276,0,0,0,0,0,8,28.0,0,0,0,3.0,0.0,5.0,11,1,2670.0,0
2277,0,0,0,0,1,8,12.0,0,0,0,1.0,1.0,6.0,11,1,4327.0,0
2278,0,0,0,0,0,8,9.0,0,0,0,1.0,0.0,7.0,11,1,3221.0,0
2279,0,0,0,0,0,8,17.0,0,0,0,1.0,0.0,4.0,11,1,4453.0,0
2280,0,0,0,1,0,8,10.0,0,0,0,0.0,0.0,1.0,11,1,2547.0,0
2281,0,0,0,0,0,8,3.0,0,0,0,0.0,0.0,1.0,13,1,375.0,0
2282,0,0,0,0,0,8,15.0,1,0,0,3.0,0.0,5.0,13,1,1325.0,0
2283,0,0,0,0,1,45,4.0,1,0,0,1.0,3.0,3.0,13,1,957.0,0
2284,0,0,0,0,1,8,1088.0,0,0,0,37.0,38.0,244.0,13,1,65198.0,0
2285,0,0,0,0,0,8,55.0,1,0,0,2.0,2.0,19.0,13,1,2792.0,0
2286,0,0,1,0,0,8,30.0,0,0,0,3.0,1.0,13.0,13,1,1995.0,0
2287,0,0,1,0,0,8,18.0,0,0,0,3.0,0.0,5.0,13,1,1044.0,0
2288,0,0,0,0,0,8,5.0,1,0,0,0.0,0.0,1.0,16,1,698.0,0
2289,0,0,0,0,1,8,47.0,0,0,0,2.0,1.0,22.0,13,1,5454.0,0
2290,0,0,0,0,1,8,1524.0,0,0,0,50.0,5.0,595.0,13,1,26281.0,0
2291,0,0,0,0,1,8,240.0,1,0,0,7.0,7.0,161.0,13,1,17395.0,0
2292,0,0,0,0,1,8,190.0,0,0,0,3.0,4.0,39.0,13,1,7328.0,0
2293,0,0,1,0,0,8,12.0,0,0,0,0.0,0.0,2.0,16,1,764.0,0
2294,0,0,1,0,0,8,42.0,0,0,0,4.0,0.0,5.0,11,1,2346.0,0
2295,0,0,0,0,1,8,211.0,0,0,0,21.0,4.0,54.0,13,1,9297.0,0
2296,0,0,1,0,0,8,55.0,0,0,0,3.0,0.0,14.0,13,1,2224.0,0
2297,0,0,1,0,0,8,45.0,0,0,0,0.0,0.0,5.0,13,1,1152.0,0
2298,0,0,0,0,1,8,1447.0,0,0,0,24.0,11.0,314.0,16,1,56172.0,0
2299,0,0,1,0,0,8,48.0,0,0,0,2.0,0.0,37.0,13,1,3154.0,0
2300,0,0,0,1,0,8,16.0,1,0,0,0.0,0.0,7.0,13,1,547.0,0
2301,0,0,0,0,0,8,1.0,0,0,0,0.0,0.0,2.0,11,1,369.0,0
2302,0,0,0,0,0,8,2.0,0,0,0,0.0,0.0,0.0,11,1,383.0,0
2303,0,0,0,0,0,8,1.0,1,0,0,0.0,0.0,0.0,11,1,420.0,0
2304,0,0,0,0,0,8,5.0,0,0,0,0.0,0.0,1.0,11,1,415.0,0
2305,0,0,0,0,0,8,8.0,0,0,0,0.0,0.0,0.0,11,1,423.0,0
2306,0,0,0,0,0,8,1.0,0,0,0,0.0,0.0,2.0,11,1,435.0,0
2307,0,0,0,0,0,8,3.0,0,0,0,0.0,0.0,4.0,11,1,775.0,0
2308,0,0,0,0,0,8,1.0,1,0,0,0.0,0.0,1.0,11,1,403.0,0
2309,0,0,0,0,0,8,4.0,0,0,0,0.0,0.0,1.0,11,1,441.0,0
